,video_name,question,answer
1172,RDCZQ0nWIPc,что делает человек в белом,шкив скользкий
15090,c_NlYvL96y0,какого цвета короткие рукава тренера,черный
7776,j_Xr8nLEjLQ,какого пола человек в черной одежде,мужской
17338,5yfDyVVkPuU,"что произошло до того, как игрок сыграл в мяч",введение крикета
2308,1t0yXLlX1XE,что делает игрок на видео,бросать мяч
506,DXIHbnyfNGA,что делает человек на видео,Посижу в интернете
11660,bvnXdr-Hre4,что случилось с человеком в купальнике перед погружением,подпрыгивать
6618,beejEQ04nkY,какая прическа у человека в начале видео,короткий
5334,G7kqlq8WhRo,насколько сложно перетягивание каната,трудный
6491,P0j0bBKsNAo,как называется действие в видео,скалолазание
15990,j4vMVBSfyu0,"что происходит до того, как мачете пронзит цель",бросать мачете
5728,XbSQ_7vh7yc,что перед человеком в фиолетовой одежде,бассейн
85,PzERiygIpkg,насколько сложно мыть руки,простой
8405,5xgBlI9Xx0I,какой легкий вид спорта в видео,высокий
16965,5HCYb6qfkdk,"что произошло, когда человек, сидящий в бассейне, узнал, что его видят",застенчивость
12974,dySzHZniFCo,какое оружие у черной девушки,нунчаки
11665,9DVsv84awMg,почему игрок прячется в темноте,предотвратить выстрел
3053,GWJw2jR2mTY,какого цвета одежда у человека на видео,белый
6035,zxOcSuLSrU4,что перед человеком в желтой одежде,лужайка
11240,K68iNoSnZMg,почему человек в синих штанах берет нож,удобный пилинг
3703,U7MAQwyFeDQ,что случилось с человеком в белом перед банджи-джампингом,открытые объятия
18472,3DQTz4Ke50Q,какого цвета лиственный лист на траве,желтый
5375,kv8lsSjfguI,что делает собака,стань профи
10396,HeMpg3SAUUs,какой расы человек в фиолетовом,черная раса
11517,1oyWMusaDTI,"почему человек, стоящий на паруснике, качает телом взад-вперед",баланс
10484,74qSBsksI-E,какие инструменты носит мужчина в черной одежде,бритва
9893,2WvbAEMG5DU,что делает сидящая женщина,играть с песком
10799,YAm1JXAtqh4,где бегуны на видео,стадион
12077,TI3WqIauOYs,почему мужчина на сцене раздевается перед выступлением,легко выполнить
15092,ofrkSTRhCE4,какого цвета шорты у человека в синей куртке,черный
15498,pbTzltaBByk,что происходит после обрезки опавших листьев,чистые листья
9763,HB11MXjwvVo,"какого пола человек, стоящий перед шкафчиком",женский
7047,y7R4iEhqx9A,какого пола человек в полосатой одежде,женский
10284,DfOqhNeHDgM,что делают мужчины в зеленых куртках,ручные барабаны
8568,MiTTWddOuaM,какая погода на видео,ясная погода
10046,zLF5DSuDixg,когда снимают видео,день
14425,hOdSTik8_nw,какая связь между людьми в красных касках,товарищ по команде
4928,weB3srg6o4c,какого цвета чашка,белый
8853,Z1POv1Qeno0,в каком сезоне происходит видео,лето
9895,suxZhXSVNKY,какого цвета доска для серфинга,белый
14904,g_T8qK7qTFI,какого цвета шляпа у человека в форме,белый
6990,f7qFnCkFIuQ,каков пол ребенка,мужской
16700,tJLm2D4J3X0,что случилось со спортсменом перед прыжком в длину,подбежать
12968,nHE7u40plD0,что сзади у человека в красных штанах,лужайка
16710,0acEl97ZBME,"что случилось с человеком в черном перед тем, как он ушел",бумага порвалась пополам
2714,zm8gZpwZkRE,какого цвета волосы у человека в черной одежде,черный
1199,AItKK-a8eEI,что делает человек в белом,выстрелил
9625,4L0mci9CTPg,почему публика аплодирует,хороший танцор
15170,OZftVCeblMk,"какого цвета полотенце, которое отстирывает пятно от воды",желтый
5886,dh4bxvmrCNs,что перед человеком на видео,цель
700,BEA4YVQv7Wk,что делает человек на видео,дайвинг
8747,RQajzyqAcQM,какие штаны носит человек в сером,короткий
12272,dOUCAVnJLko,"что случилось с человеком в зеленом до того, как он прыгнул с банджи",Прыгать
12429,F4GwrEQUvDc,что стоит за человеком в желтой одежде,аудитория
3919,ZdgWC6Jk2Nk,что перед человеком в черном пальто,дерево
17709,r9xmgB116dE,"Что случилось с человеком в зеленом до того, как он начал кататься на скейтборде",положить скейтборд
2512,kQ7ensWEW08,что делает человек в очках,шерстяная пряжа
9255,b1uGF3c3Vz4,где снято видео,дом
4212,rBsRSdPFOww,что перед человеком в белой одежде,стол
12172,V9MTU7xLukc,"что случилось с человеком в шляпе до того, как он ее нарисовал",налить
9973,q-RNYziOHjE,какой верх у человека в белом платье,фен
3064,5SzzJMuyC_M,какого цвета одежда у человека на видео,серый
10847,p4YTDxTASBI,какая рука в синем на видео,правая рука
2301,aF0gDTbcOxE,что делает игрок,конкурс роботов
11713,SnZnAVuMn4M,"Что было до того, как человека с длинными рукавами научили играть",метод объяснения
14555,RG0wtfLnNrE,какой правый берег реки,дерево
1858,rBaR5xF8orE,что делает человек в черной одежде,воздушный змей
8437,rOeNl9qIoVI,какую шапку носит человек в красном,фуражка
6717,JHFjlLtpIcU,каковы отношения человека в черном и других людей,противник
4022,WjX-xi2Ocbo,что перед человеком в синей одежде,крупный рогатый скот
3823,Y1UwPTU61uk,что перед человеком в белой одежде,балансир
5297,_DiTdY1Mtj4,насколько сложный вид спорта в видео,легкий
7758,_3hVtPVXTmg,какого пола спортсмен,женский
11689,jqW7r60gOzE,почему куклы вращаются,быть пораженным
3589,QjaqFPDoImc,что случилось с негром перед сальто,подпрыгивать
12044,llcbN-s26vs,зачем клеят обои на стену,красота
11628,jzl0Ar3H5f8,почему мужчина в белой одежде носит шлем,защитить голову
15428,aEopPs2eY-Q,что за женщина в сером на шее,ожерелье
12953,1t0yXLlX1XE,что стоит за конкурсанткой,аудитория
12011,5Jo_AWt9fB0,зачем мужик в шапке связывает ноги,исправить себя
12989,6yVhTyPaaLQ,что стоит за первыми двумя картинами в видео,доска
12502,5IwVWA2HY5M,что спереди у женщины в зеленой одежде,сыр
5128,2R_TVXvocQs,насколько сложный танец,простой
15357,7_xkhnbnI7M,на чем сидит женщина в сером,белое одеяло
5498,g6L-l5sgFEQ,что перед человеком в черном пальто,стол
542,gi0wjdtxaC4,что делает человек на видео,кувыркаясь
898,G9m5zxl2f08,что делает человек на видео,умыть лицо
8826,avxSMcGBdG8,в каком сезоне происходит видео,лето
1987,j6Kf_y7k-yU,что делает человек в синей одежде,соответствовать
10588,bMJlN9iPpCI,какие должны быть отношения между двумя людьми в начале видео,Мать и сын
13051,InwY966XXBY,что за здание в пустыне,пирамида
8110,cKHdMUfKsQ8,какого пола человек на видео,женский
6507,4_MR2Tpc7SM,что делает старик,деревянный шар
16080,gdr6iVHHYcU,что случилось с хлопком для макияжа до пудры,погружение
9512,KfzVxgHEyzI,что такое левая сторона человека в темно-синей шляпе,игрок
5613,00ZRoqhhb8g,насколько опасна деятельность по метанию копья,вторичный
9024,x06fLYM58wM,когда было снято видео,день
432,0ufZs4e24Xs,что делает человек на видео,заниматься боксом
2636,wBhtt9x74TA,какого цвета одежда девушки,белый
1271,9u-wH-UBuRc,что делает человек в зеленой одежде,борьба на запястье
1272,lZ2X-e33E0A,что делает человек в зеленой одежде,краска для стен
5951,O337_rGYZPc,что перед человеком на видео,куча огня
12711,8miqQQJEsO0,какая левая сторона у желтоволосого человека,женщина
319,G4fSvtn1HAw,видео происходит в помещении или на улице,в помещении
6986,ejIEsnkvLWY,в каком сезоне происходит видео,лето
7382,-VKGwqL83w8,почему человек любит дайвинг,понять море
9039,Zzcj8Eea3Mc,когда было снято видео,день
9086,_HQTWGmXXsc,когда было снято видео,день
11786,fny1HWXezlE,почему они ездят на верблюдах,играть
18751,Np43Q2E8GCE,насколько сложны ковры,середина
2411,EfQtRtIFGVo,что делает человек на видео,маникюр
1287,09MaNbzc2TA,что делает человек в зеленой одежде,играть в футбол
3654,-y8LMGQt8uI,"что произошло после того, как человек в красном пошел под откос",занос
14850,vcRCId1-xdA,какого пола человек с крашеными волосами,женский
12893,iYH0Ol3xIZU,каковы преимущества игры тай-чи,здоровье
11550,0JpULUYPDX0,"почему человек в черной одежде и черных штанах бежит, прежде чем поймать мяч",ускорить
12437,VFOjLDa5VtA,что полезно для игры в бадминтон,улучшить телосложение
16532,5Z5DAI4Grb0,"Что случилось с человеком в розовом до того, как он покрасился",погружение пигмента
6750,h9WOFfVGeAQ,какие отношения у людей на видео,семья
17896,Ke5MPiv-wrY,что делает парень в желтых высоких чулках,сальто
1470,9-hrNWXnuY8,что за зверь на видео,собака
3065,f3spxjpfuxM,какого цвета одежда у человека на видео,синий
16752,iuVi8QAWfCI,"что произошло до того, как человек с косой нарисовал ее",вытирать стул
17450,5Ra6milBrOM,что случилось с женщиной на ринге перед началом игры,объяснять
15442,DgdEQgh8TKU,чем человек в черном рубит дрова,топор
16682,--mFXNrRZ5E,"что случилось с игроками первой команды после того, как они попали",падать
7477,p-uTwZ9Ph-A,какого пола человек в белой одежде,мужской
13135,zUPadKgtYHw,какого цвета верх у человека в синих шортах,белый
6835,OIA7lPraPSM,что справа от дороги,дерево
17432,uBCLX7hfZLQ,"что произошло после того, как человек в белом халате подстриг когти желтому коту",целовать
16631,QBlveXzAZsY,"что произошло до того, как человек в белом позаботился о машине",разобрать пакет
3512,sO7ZGxFwbm8,"что произошло перед тем, как спортсмены бросили копье",подбежать
1174,xgIxKDm9M38,что делает человек в белом,убирать снег
8795,KfzVxgHEyzI,почему мужчина в темно-синих шляпах хочет фотографировать,работа
9166,WjueR8K-nnI,где место на видео,детская площадка
18975,3UOWHwwxczI,в котором у человека в жилете есть татуировка на руке,левая рука
5815,FsQWaEejutU,что перед человеком в черной одежде,стол
7703,JksdZ0YMkoQ,какого пола человек с белыми волосами,мужской
10550,FeWZkO6kZl0,каковы отношения между игроками в разной одежде на игровом поле,противник
11165,xgb-qIgWHw0,почему человек в черных плащах хочет петь,сопровождение
13120,_zR5wVbz3xU,какого цвета одежда у людей в серых брюках,черный
13727,r34VM4v0ShI,что перед человеком в зеленых штанах,полка для обуви
13825,QBy64z68s0w,какая конкуренция у людей в красном,балансир
11545,qX7UMKN6ygM,почему человек в белых шортах отбивает мяч,служить
4743,KTNJc_NVOmg,что стоит за человеком на видео,диван
17587,3aQnQEL3USQ,что случилось с человеком в красном на седьмом шаге,четыре прыжка
18249,LE05u6TR9MI,какого цвета волосы у участницы в черных очках,черный
5147,otrk9uW9UjU,насколько сложно делать приседания,простой
17367,_xtOX9UCWmU,что случилось с сидящим человеком после исчезновения первого английского,Играть на гитаре
17535,kMHMdqkGRB4,что случилось с блондином в зеленом костюме перед игрой,подготовиться
16901,nJMS8jN3uU4,"Что случилось с человеком в синем после того, как он нашел мяч",бросать мяч
11801,fevlUD03yCM,почему они используют солнцезащитный крем,солнцезащитный крем
206,g7IZWqeyM20,насколько сложна игра в теннис,трудность
10934,Oz4q98BhqKo,на какой руке у человека в черном часы,верно
8014,ejIEsnkvLWY,какой фасон у человека штаны в синем платье,короткий
8443,GyOLWizKXaE,какую шапку носит человек в белой одежде,прямые волосы
16119,-1IBHYS3L-Y,"что произошло до того, как женщина появилась на видео",писать
12711,DCjklOgbzGs,"каков уровень людей в видео, которые катаются на лыжах",хороший
15535,ptlSMte8xz0,что происходит после прибытия в толпу,перестать кататься на лыжах
4110,NpKBAtQ5M6I,что перед человеком в белой одежде,велосипед
423,NcEWimHnC54,что делает человек на видео,горнолыжный спорт
5894,XThYcZoFMMs,что перед человеком на видео,стол
13063,Hlc6FXX5kGs,что нарисовал ребенок,пудра
15763,mTmcz5NWNQA,что происходит с парнем в гоночном костюме после игры,награда
9356,ODblEia5mcI,где на видео,комната
9321,csxC5H5uDb4,где человек на видео,студия
186,XTErpg4IdiE,насколько сложна операция,простой
11322,2qN85UKyL2s,почему человек в фиолетовом целится,лучшая цель
2713,TLJdzU44My4,какого цвета волосы у человека в черной одежде,коричневый
12785,0Gr4aKQzGYk,что на правой руке у человека в черном,тату
9129,_yFOkxb22RI,зачем стоячие люди натирают шкаф воском,красота
2580,XqW8wjFpGRU,какого цвета машина,белый
3347,BLTOTjVYiuE,что произошло перед взлетом прыгуна,подбежать
14115,PFn7a6eEhb4,какие люди берут красную ткань,коррида
17519,1zyyumIi0iQ,"что произошло, когда человек прыгнул на лестницу в начале видео",сальто назад
3103,6AwS8vWMwSA,какого цвета волосы у человека в платье,золотой
51,aK0238Rz6UA,насколько сложна деятельность по стрельбе из лука,легко
3628,iMiKGoQ7RjE,"что произошло до того, как человек в шляпе начал играть в мяч",цель
13934,MFlYmFZ7xlo,какой может быть личность человека в полосатой одежде,официант
12837,hZD-CjWt0Rg,какая правая сторона у людей на видео,аудитория
13430,mGLCCohSA0A,как легко делается украшение на видео,трудный
1964,or7N8oeI-SY,что делает человек в черном пальто,щетка обувь
6280,EFtxSXp1pck,чем занимается человек в белой одежде,готовить
11344,oWsEp7hsmZg,почему мужчина в красных шортах хочет говорить,разговорные навыки
15504,N1-TZnH0jy4,что происходит после употребления льда,хлопать в ладоши
9785,cP2LVnGxiww,какого пола человек в шляпе в конце видео,женский
16171,F4GwrEQUvDc,"Что случилось с человеком в желтом до того, как он метнул копье",подбежать
1785,E-XerA_sOjw,что делает человек в оранжевой одежде,играть с собакой
11643,M8aDrPK7D94,"почему человек, который занимается тарзанкой, хочет дышать полной грудью",расслабляться
8701,Z_F01eV0Iqw,какие штаны носит человек в черной одежде,брюки
6960,R4ES1QLRvtg,какое время года на видео,зима
17409,-9B2XtqICFw,"что произошло до того, как человек в белом тюрбане поднял мяч",движущееся положение
16309,qVy_WDpLHRM,"что случилось с человеком в белом халате до того, как он убрался",подобрать пылесос
13173,6cha8sVi65k,какого цвета шлем на спортсмене,белый
8371,wfFnIYdSjCI,какова форма цели,прямоугольник
5820,E3h0UHRsSQk,что перед человеком в черной одежде,стол
8460,DG9-yffcXS4,какие штаны носит человек в желтой одежде,брюки
3225,DOfpOkDHe_8,какого цвета штаны у человека в зеленой одежде,черный
9301,kGvs0Nv5zJo,что стоит за девушкой в ​​одежде без рукавов,большой экран
9544,ABBQqwPOxw4,что такое левая сторона теннисного корта,пастбище
15354,-AUKiMfqga4,чем человек на видео размешивает яйца,вилка
12227,gkhgAlVSKTI,"что произошло после того, как человек, который играл на инструменте в видео, сыграл на нем",Фото
11963,bJahexpTlr8,почему мужчина на видео в касках,защитить голову
11237,Wh-Q13ZAffE,почему человек в синих штанах ходит по высоким местам,подготовиться к катанию на лыжах
18466,HI_lWd3JhII,какого цвета пробка на видео,желтый
12694,HPJuOvOmEW8,"что такое левая сторона человека, держащего баскетбольный мяч в руке",уличный фонарь
4582,GdrutQ4RrDs,что стоит за человеком в синем пальто,телевидение
7798,JXL7LxJSjzw,какого пола человек в черной одежде,женский пол
10954,ABBQqwPOxw4,какого цвета теннисная ракетка,черное и белое
16963,GbvZWitR2_g,"что случилось с человеком в белом халате до того, как он запустил воздушного змея",тянуть веревку
7035,wdsZn1Yu_5M,какого пола человек в полосатой одежде,мужской
9579,vgO3mzJGbSI,почему человек в шляпе носит перчатки,санитария
15463,KpOSIph2hHw,что человек в фиолетовой одежде передает коричневым штанам,пиво
8570,IY1bVy1yZv4,какая погода на улице,инь
13536,56sQMnSUWaI,насколько сложна такая гимнастика,трудность
8199,HGK_K2XqhTA,какого пола человек на видео,мужской
5901,M6i-5nzy5Bk,что перед человеком на видео,места для зрителей
3739,CGz-ghbUXvk,что над столом,занавес
15050,AQSiBbhLBhs,какого цвета перила,красный
11793,E-XerA_sOjw,почему они выбрасывают фрисби,тарелка с собакой
11482,lUw8OA9R4mQ,почему человек в белых спортивных шортах приседает,поставить чашку
2406,LkUnT9fMIXc,что делает человек в белом,тренироваться
17680,RWjCwIOuzrc,"что произошло до того, как человек в синем закатал обои",обои
8605,Rx4gq8hrZ8s,о чем это видео,настольный футбол
11625,uBCLX7hfZLQ,почему мужчина в белой блузке хочет поцеловать желтую кошку,любовь
6828,pF-r_m8LVPs,что справа от человека на видео,древесина
13294,Zd22n1caVgM,"какого цвета брюки носят люди, которые не носят топы",белый
5355,z48kSSKMoXo,насколько безопасен этот вид спорта на видео,безопасность
12083,-AaOr1DI2no,почему человек в белом срывает обои,кисть клей
16204,HqxTRzf11tc,что случилось со спортсменкой на видео перед прыжком в длину,подбежать
8870,cvEOK7xAPSs,какую одежду носит человек в синем,толстовка с капюшоном
17561,voaGOm-rl9Y,"что происходило с человеком в шляпе каждый раз, когда он чистил снег",Прыгать
17578,3w5xIOwFUXU,"Что случилось с человеком в зеленом до того, как они соревновались за воду",лох
9757,SdbxPbXeQJ0,"какого пола человек, лежащий на диване",мужской
11911,Tab-dSCaMC8,"Что случилось с человеком в фиолетовом после того, как он почистил лошадь",очистить подкову
1607,M7tUnCF9lU4,что делает ребенок на видео,играть слайд
15194,52tZGZGuWP4,какого цвета одежда у человека на видео,коричневый
8949,X2LI_I_qw-A,когда было снято видео,день
12730,esQnfUcBbPE,что находится слева от коровы,стена
3097,q53Ajkll_kw,какого цвета волосы у человека в черном платье,золотой
2023,kAQML4pRtck,что делает спортсмен на видео,бросать мяч
1756,w_PJ9N8CMo8,что делает человек в серой одежде,мыть лицо
14165,Np43Q2E8GCE,"как называется инструмент, которым пользуются люди в красной одежде",ковровая скоба
1807,sOUNe30PXY4,что делает человек в красных штанах,борьба
11529,NvOo-wtEPPk,что происходит перед нырянием в униформе,боковое тело
1326,hsJJbTqSQR4,что делает человек в розовой одежде,начинать
5715,x2ztI3YNu9o,что перед человеком в шляпе,аккордеон
6744,bDf_xpUpdmU,какие отношения у людей на видео,партнер
1526,T8wY9ZQv8vQ,что делает спортсмен,соревнования по одиночному прыжку
11913,dcARAWmvWSo,почему человек на видео сносит крышу,ремонт крыши
8305,ovTKJgSWMKQ,какого пола человек в синих плавках,мужской
1233,Gi9aPJOgn6M,что делает человек в черной шляпе,щетка машина
13177,1JeK3U_nUUc,какого цвета футбол,красный
9822,Z3DhUZhoRDA,какая форма кольца на видео,круговой
5324,7H5oYHs7EJw,что делает человек в каске,горнолыжный спорт
9874,QPxiOzXkUFM,какая форма лодки на видео,эллипс
11217,xcI2e5T_BL0,почему человек в черном носит арбузы,гравюра
8844,d83YCo6xLkk,в каком сезоне происходит видео,лето
12542,A6DBt7UgWEg,что перед собеседником,микрофон
18956,IV5llWEEfAw,как оценить волны на видео,прилив
17321,tww0AR8NanU,"что произошло после того, как человек в видео сыграл на губной гармошке",речь
12998,hnwZmUR1FUw,в чем польза игры в сквош,упражнение
8359,1MBVaveQDd8,на какой руке у человека в шляпе часы,левый
9653,d8MgSp3oCoA,какого пола борец сумо,мужской
7238,tqanHyXTFFw,какого пола человек в коричневом пальто,мужской
16013,4E40jmmc2N8,"что произошло до того, как люди на видео бросили диск",вращать
2496,nHuu6aInr1w,какой цвет одежды у человека на видео,серый
8744,wEgt41AJaU4,какие штаны носит человек в черной одежде,брюки
15166,qU_605hliNw,какого цвета веревка для водных лыж,красный
4540,qVy_WDpLHRM,что на стене,рисование
8365,wyARf3xHOgs,какая форма губки,прямоугольник
3027,JksdZ0YMkoQ,какого цвета одежда у человека с серебряными волосами,красный
4962,1UgjxeAPq_A,что перед человеком на видео,доска для рисования
3767,my9Z4bun_Dk,что перед человеком в гоночном костюме,отслеживать
147,wr_1p7obP-g,насколько сложно заниматься укладкой плитки,обычно
12713,Jz2xJx1ICCM,что такое левая сторона человека в костюме без рукавов,дверь
5024,ahVeDMNS9ws,какого цвета туфли на видео,белый
3801,xxXspvK4tEY,что стоит за человеком в полосатой одежде,диван
8241,agIcVWDyeH0,какого пола человек на видео,мужской
2024,Tp4g0ErB2oQ,что делает человек в синей одежде,смотреть игру
6050,8BAn48zfc68,что находится перед стоящим человеком,дрова
12345,yUC6HXP9S8A,что стоит за человеком в джинсах,поверхность озера
10543,D7aa0iuPlKc,где человек с барабаном играет на барабане,дорога
120,aq41GgfAlDo,как сложно играть на аккордеоне в видео,трудность
4445,anfZnOQGPk0,что находится слева от сцены,судьи
1315,hDV6wQKvKCg,что делает человек в розовой одежде,качать
101,caPl3Aszru0,насколько сложно заниматься дайвингом,вторичный
10395,eyWerZITH1Y,к какому проекту относится эта гимнастика,конь с конем
11390,Q43BuVI2r-s,почему мужчина на видео устанавливает подушку,водонепроницаемый
443,yjUMopRteDc,что делает человек на видео,язычный гвоздь
6257,5rtrGkZNfLo,какая прическа у человека в черной одежде,прямые волосы
13433,mG8h5rX3OnU,как сложно нарядить елку,простой
102,VnBZR-yBLXA,как сложно чистить картошку,обычно
9983,pmix_U52VWk,какая вершина музыкальной рамки,музыка
7704,iDofsMwceTo,какого пола человек с белыми волосами,мужской
10990,YIb8sArOPww,кто стоит под платформой,персонал
5670,Xj1R81SK_zs,насколько безопасен этот вид спорта на видео,Опасность
2440,h49mHiWjXBA,какой цвет волос у человека в синих туфлях,красный
17000,MzqovHjEKE4,что случилось со стариком после ремонта деревьев,деревья аккуратно
5624,fevlUD03yCM,что перед девушкой,пляж
8969,Y76wuHBZgdU,когда было снято видео,день
15201,e6r-A-LAe2E,какого цвета штаны у белого мальчика,белый
14353,ot4CuJqrN-Y,каковы отношения между людьми в шляпах,пара
4157,yL7tvoBkkkI,что перед человеком в черной одежде,стена
6757,-IkL9Kq9zfQ,какие отношения у трех человек на видео,друг
3788,yJN4jnk_S1U,что стоит за человеком в платье,занавес
11926,_B2kFN9MfwU,почему они на пляже в видео,играть
4980,assDWZW6zTA,какого цвета одежда у человека на видео,апельсин
18393,CLbEvGHmK8k,какого цвета бант у девушки в ковбойской юбке,фиолетовый
11374,NOxiMgQMeuk,почему мужчина на видео обмакивает краску,бесполезный пигмент
18355,at_ahUtnF9Q,какого цвета рамка на столе для настольного тенниса,белый
2673,tIAdhrfT70I,какого цвета волосы у человека в сером пальто,золотой
3253,Z_F01eV0Iqw,какого цвета штаны у человека в черной одежде,красный
6206,BLTOTjVYiuE,какого пола спортсмен,мужской
7737,c5Io6wg8D60,какого пола спортсмен,мужской
2665,0-kEI13BtcY,какого цвета мешок для мусора,зеленый
18965,8VYre-lXqIo,как оценить тайцзи-цюань этой беременной женщины,стандартный
4646,OUPEzXXawCs,что стоит за всадником,пастбище
373,upic9S0oEhg,что делает человек в белой одежде,играть на гитаре
3462,WjueR8K-nnI,что происходит после автокатастрофы,перестать двигаться вперед
9153,BPpq8m93LSI,где место на видео,стадион
7326,d83YCo6xLkk,какого пола человек в шляпе,мужской
4383,JTQsElq5UN4,какого цвета одежда судьи,черный
912,xpmXZBpYrM0,что делает человек на видео,смазывать ноги
4381,KpOSIph2hHw,что слева от человека в фиолетовом,дерево
5389,5N-PfYLyCpI,какая первая буква последнего предложения появляется в видео,п
8534,DOONG5zq1Yg,что под человеком в красной одежде,земля
8668,h4SzYWJUqVQ,почему мужчина на видео забивает ногти,удобная резка
11395,9_zC7CdvYu4,что происходит после ношения серой одежды,горнолыжный спорт
2477,ytvIoI5uwFA,какого цвета штаны у человека в зеленой одежде,зеленый
1711,q0o0k2uD0co,что делает человек в синих штанах,автомойка
16914,lSX_yj2ohls,"что произошло до того, как человек в синем бросил мяч",цель
12085,1VAugQRO05g,почему есть лидер,как лидер
5824,O2Y6rn4gFd4,какого пола человек в черной одежде,мужской
17422,ciEBsDNryN8,"Что случилось с женщиной на видео после того, как она сыграла",поднять руку
6346,8rimo9x4qqw,что делает человек в оранжевом,горнолыжный спорт
6377,6qghJRLpHpo,что делает человек в желтой одежде,каякинг
9213,A7oh6l1AIvs,"что случилось, когда человек в красном сел на спортзал",движение
12763,6gyD-Mte2ZM,что делает человек с черными наручными часами,боулинг
3973,OqajYZVt1Wc,что перед человеком в красном плаще,шерстяная пряжа
12159,5HW6mjZZvtY,"что случилось со скейтбордом, когда человек в черных штанах подпрыгнул",повернись
9761,iId8WcbiKZI,какого цвета туфли у мужчины в жилете,черное и белое
10401,lHnSteuHdZ4,какой сейчас сезон,зима
10404,d7gY7YJ3Fdc,какая модель обуви,Леопардовый рисунок
4689,IiG80Vp4WyY,что стоит за человеком в очках,саксофон
15220,CvVqbdk6owc,какого цвета туфли у танцующего в одиночку от первого лица,белый
5804,yhWw7oJrUFo,что перед человеком в черной одежде,стол
13381,c7fu7RcM2iE,что общего у людей которые играют в паркур,храбрый
8574,deuSw3RnNLU,что делает женщина в белом халате,добыча
15870,Zd22n1caVgM,"Что происходит с голым мужчиной до того, как он ляжет на землю",ногами
9732,w8PqH7bltJQ,какого пола оператор,мужской
9273,VDX1IQnUMgo,где мужчина в костюме,студия
12758,lGRZ3F7tW2c,какая левая сторона желтого платья нет. 21 игрок,сиденье сиденье
8545,L54gbbqtxOg,почему человек в черном носит шкафы,отремонтированный кабинет
15703,YU0DjX7wvRA,"что происходит после того, как парень в клетчатой ​​куртке подбирает кошку",сидеть на диване
7188,F_DHgp5hERs,какого пола человек в синей одежде,мужской
18877,GKhuh6bha6U,как сложно танцевать хип-хоп в видео,трудный
4651,5eM2Hcvj6R8,что стоит за женщиной в черном,древесина
7766,zcvbHJ1BZ9s,какого пола человек в черной одежде,мужской
15813,N4Z9eYSu2uM,что происходит после перетягивания каната,объявить результат
18033,ehO168THGqU,что делает парень в сером,скейтбординг
17689,lVe-7FnfNz8,что происходит с человеком в коричневом перед тренировкой,поймать лестницу
9975,rxwmIyvVVUU,что такое верхняя часть бильярдного стола,лампа
5120,xXTfM9xXFQM,какая прическа у человека в серой одежде,кудрявый
2027,6asjaqo0OHc,что делает человек в синей одежде,собрать велосипед
8340,1JEQbXJC85w,какого пола стоящий человек,мужской
12598,pbZVsdQNWNU,что стоит за 9-м,цель
1567,M4npKXFKxPA,что делает человек на видео,прыгать на турнике
17299,yqBRp0txs-c,"что случилось с человеком в зеленой куртке после того, как он бросил мяч",середина
3706,xCVZBvwhoWE,"что случилось с человеком в белом до того, как он сыграл в мяч",бросил мяч
12823,U9pnR51t6As,что делают косички,тренироваться
6116,TtQPtLPTqBA,какая прическа у человека в розовой одежде,прямой
5178,VFOpGMVouVg,насколько сложно делать волосы,обычно
11232,Nq6cd5Xue9Q,почему человек в синем должен бежать,прыжок с шестом
4703,f_mbX87xabo,что стоит за человеком на видео,стена
11250,1nXLVjfupto,почему человек в синем показывает реквизит,Легко понять
8122,gXVjjjvjVf4,какого пола человек на видео,мужской
16732,dJVTlZWqYOs,что было после боулинга,аплодировал
4610,leJM3mgm_gU,что стоит за человеком в красной одежде,изгородь
18656,nxyENrsY4mo,какого цвета шляпы у людей в белой одежде на корте,черное и белое
17900,h-_dzZ3cCfc,что делают люди в оранжевом,играть в мяч
1242,GvRPOGpObyU,что делает человек в черной футболке,винная заправка
18105,TmA7xnrULME,что делает человек в желтых коротких рукавах на видео,песок
6621,buBtMl9SUNk,что чувствует человек на видео,счастливый
6134,-v-Zail6TNw,какая прическа у человека в красной одежде,прямые волосы
7888,Z9pWpZK4k2M,какого пола человек в белой одежде,мужской
14157,Jtlvh2w1aUM,как называется машина которая сдувает листья,воздуходувка
13585,W04glwJ_IYI,какое выражение лица у этой собаки,злой
10224,vt46wY2Q9JQ,какую одежду носят короткие мальчики,свитер
15263,g0jF_Gh8c8g,что делает человек в красной шапке перед рыбалкой,точеный
5900,N-92_rikI8U,что перед человеком на видео,снежная земля
3644,zFUUBWJ58UA,"что произошло до того, как человек в черном нарисовал",полировать
4871,1aNOjjLWjxc,какого цвета волосы у человека в белом,белый
4454,bd3Df5_QMNw,что на пальце у человека на видео,звенеть
12969,fpWOf1DR1oA,что стоит за человеком в рубашке,стол
1146,g5rkuDdjRVI,что делает человек в красном халате,ползунок
1745,okSvWjK0okw,что делает человек в фиолетовой одежде,скалолазание
6283,VLg5XqBRorY,чем занимается человек в белой одежде,готовить
16032,kTStFRAp99E,"что произошло до того, как мастер по педикюру начал ремонт",женщина наблюдает
15424,sjHCZWdopsQ,"что случилось с человеком на видео до того, как он нажал средний палец",указательный палец нажимает клавиши
4124,ZoKZTceDTLA,что перед человеком в белой одежде,плитка
6079,r8hXEpP7HH0,какого пола человек в черных штанах,мужской
15907,QfUTGmlNO1s,"что происходит перед тем, как взрослый в видео передаст чашку",богатый водой
