,video_name,question,answer
10172,V6s9eMtUnME,что на воротнике косы,микрофон
6381,7lNAmkaMyyg,что делает человек в шляпе,чистая машина
11367,ggw-70xi0dA,почему мужчина на видео цепляется за стальную проволоку,предотвращать
7347,x2ztI3YNu9o,какого пола человек в шляпе,мужской
8664,LlpV8R-EaDQ,какая прическа у ребенка на видео,длинные волосы
14578,dJVTlZWqYOs,каков фактор риска для боулинга,безопасность
12146,047dUA_39x8,"что случилось с человеком в белой рубашке до того, как он поймал животное",Прыгать
12847,0acEl97ZBME,какая правая сторона у мужчины в коричневом пальто,черный человек
6353,VgQ6a7oVx7g,что делает человек в синем жилете,опорные брусья
18864,KFk4ZpyYeuE,как ребенок тренируется,очень серьезно
9466,Rte9HqaQ1tw,на какой руке человека в белом часы,левый
14602,tJSF2GAp9TU,каков фактор риска для брусьев,ниже
2879,qVy_WDpLHRM,какого цвета волосы у человека в белой одежде,желтый
12887,clUgEizjVkM,что находится за пределами места проведения соревнований,стекло
6077,Zm32ORZly10,что делает девушка в синем,перетягивание каната
5500,K9kVsnTQh-g,что перед человеком в черном пальто,кухонная мойка
13419,9Ds9DvdPQkM,как сложно играть на саксофоне в видео,трудный
118,qZIJRg7hJ0o,насколько сложно управлять бамперной машинкой,простой
9183,9yktj7NCdFI,где место на видео,открытый
17011,jBvGvVw3R-Q,"что случилось с человеком в черном до того, как он поднял вес",приземистый
11012,GN0TdqHETvc,почему мужчина играет в теннис на видео,упражняться
12083,-AaOr1DI2no,почему человек в белом срывает обои,кисть клей
2846,W4LIBSfe6bc,какого цвета волосы у человека в зеленой одежде,золотой
15040,RgWvaKWa7YU,какого цвета платье человека в черном,зеленый
15825,1RQOgX36Z2E,"что происходит, когда человек на видео снимает шину",мазать маслом
13970,4kNx9rVwmAg,какое последнее действие учителя,хлопать в ладоши
1623,MleQSQt6Utw,что делает пацан в синем на видео,играть с песком
448,NnLjEbG31ZE,что делает человек на видео,дрейф
4769,HWkGANOfqQE,какая польза от этой деятельности,расслабляться
17571,IcfWEKjl_AY,"что случилось с ребенком в белом до того, как он поиграл на горке",подняться на горку
18220,r82RY124wVY,какого цвета человек в красном одет,коричневый
10639,uqlErIm56Jg,где зубные щетки моют обувь,бассейн
9146,w50et2-vEOQ,где место на видео,море
4238,K5_Rm4MfF9o,что перед человеком в желтом пальто,веревка для водных лыж
14161,XThYcZoFMMs,как называется красная машина,сливочник
7721,C-M4L_WDzK8,какого пола спортсмен,женский
784,sV8nkrbJIKE,что делает человек на видео,сделать торт
15100,VqeeqABnpQk,какого цвета юбка,красный
3113,QgzpNg0Ponc,какого цвета волосы у человека в оранжевом пальто,золотой
2858,lAZIxuxjogI,какого цвета волосы у человека в брюках,черный
15958,kuyuhXuMPX4,"что происходит до того, как человек в очках убирает снег",одеваться
231,eVwRbDXyBbc,насколько безопасно действие на видео,безопасность
5639,U9Ofeof4rlA,что перед игроком в синих шортах,лужайка
7838,FDIYymZEFi0,какого пола человек в серой одежде,мужской
14483,g7IZWqeyM20,"какая связь между спортсменами, которые фотографируются",товарищ по команде
15568,W-poAYW1pb0,"что происходит после того, как человек пересек финишную черту",встать на колени
6067,HfowLX1u38Y,какого пола человек в фиолетовом,мужской
16858,VqeeqABnpQk,"что случилось с женщиной на видео после того, как она села",быть подтянутым
17103,U2-GFZxIufw,"что случилось с человеком в спасательном жилете до того, как он покатался на водных лыжах",вход в воду
592,sW_iLVVMF4w,что делает человек на видео,чистые листья
14465,5HCYb6qfkdk,"какая связь между человеком, сидящим в бассейне, и человеком, который снимает видео",семья
3327,M-PQajs86Bo,какого цвета кресло у качелей,синий
9572,I8doQJXPqwo,почему человек в джинсах наносит моющее средство,чистый
11853,E8r9-dSKLwc,почему они носят шляпу,защита безопасности
18393,CLbEvGHmK8k,какого цвета бант у девушки в ковбойской юбке,фиолетовый
6649,IoOkg-_S4cY,какая работа у человека в черной одежде,тренер
10143,uug0bhnLgHs,что находится под стеклянной тарой,ножевая тарелка
12555,Z8xxgFpK-NM,что спереди у человека в белых брюках,люди
8509,-YVhOi8vt_Q,что на полу,пол
12576,iBEUNOMTr8M,что держит в руке женщина с серебристыми волосами,чайник
4517,XOUyGnr6iTM,что на крыше,лампа
2456,UJiQEkByWcM,какого цвета штаны у человека в черном пальто,черный
3221,u1upxlAgsqM,какого цвета штаны у человека в желтой одежде,черный
5954,okC18bPTils,что перед человеком на видео,морское дно
14423,Lyi8-hf1rCw,каковы отношения между людьми в желтой одежде и другими игроками,противник
6718,x0HMqVvqHJE,каковы отношения людей в синем,товарищ по команде
2485,20i6YGSnt-c,какой цвет одежды у мужчины на видео,черный
2881,x3cOxXOYbwA,какого цвета волосы у человека в белой одежде,черный
8592,L6BxxvCbwpQ,что этот человек делает,отрезать землю ткань
7252,-1IBHYS3L-Y,какого пола человек в серой одежде,мужской
9264,AVL31l6H1uI,где снято видео,автомойка
5457,VFvHqc5Bg-0,что под ногами у человека в зеленой одежде,кататься на коньках
808,67NwPB79MTo,что делает человек на видео,бросать мяч
6486,P-6ITEpg0mw,как называется действие в видео,асимметричные полосы
5369,kM6v-XN8Ixo,что делает собака,стань профи
10954,AMU1mHpR6Os,какая рука людей на видео держит ножницы в руке,правая рука
14556,__mIAEE03bE,какая правая сторона у человека в желтой одежде,люди в черном
2353,RW-nnJiVPsU,что делает стоящий человек,сварная железная пластина
17318,j6S6eWSeGr0,"что произошло, когда человек в тапочках открыл банку",обратный лак
18363,nM_6V_Z6IwI,какого цвета банное полотенце на видео,белый
17354,xKPF_SpZ1gQ,"что случилось с всадником до того, как он поймал быка",бросить веревку
6597,Ed9xVend710,во что одет человек на видео,спасательный жилет
2001,jfnFrt9nfSo,что делает человек в синей одежде,играть в мяч
15843,bmf7otW5TQo,"что происходит после того, как человек в белом жилете помахал",гимнастический конь
955,m22TDwfa8go,что делает человек в черном,винная заправка
15703,YU0DjX7wvRA,"что происходит после того, как парень в клетчатой ​​куртке подбирает кошку",сидеть на диване
6079,9yktj7NCdFI,что делает девушка в красной одежде,рисовать
16831,f0rWFvJ7uTk,"что случилось с женщиной в зеленой куртке, когда она взяла мяч",за границами
3866,v1ukgczEA5A,что стоит за человеком на видео,буфет
5677,InwY966XXBY,что перед игроком в пальто,верблюд
5611,c8LevTVQ5nk,что перед ребенком на видео,барабан
14286,tVIY6uyH3aA,что человек на видео взял левой рукой,водопроводная труба
18274,2PAVJbmj2lQ,какого цвета одежда тренера,белый
8227,SpwOzrXw9JU,какого пола человек на видео,мужской
15355,aF0gDTbcOxE,что у конкурсантов на руках,перчатка
4653,5kdiJ2cC5_w,что стоит за женщиной на видео,пианино
3651,jAlYwQevBxA,что случилось с человеком в зелени перед катанием на лыжах,положить скейтборд
1653,jkWqhnD8hyQ,что делает человек в шляпе,шкаф для полоскания
1578,3nvVkcxxaJ4,что делает человек с косой,играть на пианино
3893,rfxXEgc9RTQ,что стоит за людьми в желтых штанах,стена
17948,mnqSG5o84NE,что делает пацан в белых штанах,заниматься боксом
8477,yPpKYckLbdI,какие штаны носит человек в синем,короткий
659,hZD-CjWt0Rg,что делает человек на видео,играть в футбол
18991,wMDyshGO2og,синяя рубашка с длинными рукавами или с короткими рукавами,короткий
621,5yfDyVVkPuU,что делает человек на видео,крикет
670,nDbLtdY66dA,что делает человек на видео,удар саксофон
10380,lsgB3WU-1r0,с какими штанами носится красный жилет,брюки
10496,ir759AX1EYY,какими инструментами люди в фартуке полируют обувь,щетка
16377,XSfG1M-Ik_A,что случилось с человеком в черных штанах после распыления,сгибать
12731,4L0mci9CTPg,что такое левая сторона танцора,стол
10529,zpJ91CkCiyw,когда человек в красном пальто катается по шкиву,ночь
17260,P5lLZ_jsA2o,"что случилось с человеком, который прыгнул через турник после игры",объятие
16200,p1JSdZmztGk,"Что случилось с женщиной с резинкой для волос, когда она сошла с лодки",объятие
14403,nFhBmNJ9zN0,какие отношения между людьми играющими в поло,товарищ по команде
7804,FsQWaEejutU,какого пола человек в черной одежде,мужской
2828,ZoKode_Gexg,какого цвета волосы у человека в серой одежде,черный
2513,9khzc3a4zz0,какой цвет одежды у человека на видео,белый
5678,PuylbPlzbH0,что перед игроком в пальто,пианино
14935,eS1USHkyb2U,какого цвета лак для ногтей у человека в полосатой рубашке,синий
8264,bJahexpTlr8,какого пола человек на видео,мужской
5783,DPsa28MmdoI,что перед людьми на видео,камень
15787,c0qbyRWSptg,"что происходит после того, как корабль на видео попал в большие волны",раковина
12262,g-KEU43sCt4,"что произошло, когда человек в белых шортах прошел посередине",кувыркаясь
10914,Q_kqplOxytU,на какой руке на видео взрослый носит браслеты,верно
13136,znhZPUF6xQw,какого цвета верх у человека в серых шортах,красный
12853,1R25VGmqS9o,что такое правая сторона места проведения соревнований,ВПП
8430,h7cetqsBVn0,какая прическа у человека в зеленой одежде,короткий
18116,YcDlkZkPb6g,что игрок под номером 21 делает на видео,играть в баскетбол
7524,QT2l100KJe0,какого пола человек в желтом пальто,мужской
12227,gkhgAlVSKTI,"что произошло после того, как человек, который играл на инструменте в видео, сыграл на нем",Фото
7794,ZIFxB0gZ5tY,какого пола человек в черной одежде,мужской
11304,QYb2ektVZek,почему человек в оранжевых штанах хочет заниматься серфингом,стимулировать
11734,PtoVL69LEh4,почему татуировщики носят перчатки,сохранить здоровье
2943,QOlSCBRmfWY,какого цвета пальто у человека в черных шортах,черный
5754,RKUEXxnXrm8,что перед человеком в полосатой одежде,кухонная скамейка
9763,HB11MXjwvVo,"какого пола человек, стоящий перед шкафчиком",женский
16261,MKmrqcoCZ-M,что случилось с человеком в синем перед приседаниями,сидеть в речи
6556,GcEutQTeAnA,что делает человек в сером пальто,чистка автомобиля
18783,cKHdMUfKsQ8,насколько сложен метод покраски представленный в видео,легко
2646,CTxuJBTp_CQ,какого цвета одежда у человека в очках,коричневый
6709,pI-rY6fLM1Q,какие отношения у людей на видео,компаньон
14785,HPJuOvOmEW8,какого пола человек в новогоднем костюме,мужской
14401,aWz9H0jTv3c,какие отношения между людьми на корте,противник
4173,Ygt3z-K-ZMQ,что перед человеком в черной одежде,барная стойка
17642,On4V94fVLpg,что случилось с человеком в черном после того как он очистил тыкву,превратиться в тыквенную лампу
16369,HvzJ-RJOF9Q,"Что происходит с человеком в черных шортах перед тем, как он нырнет",давить на педали
12386,CCL8kqQMCRw,что скрывается за маленьким мальчиком в черной одежде,всякая всячина
10168,znhZPUF6xQw,что под мужчиной в серых шортах,перекладина
10879,35Xzs3Bz1hQ,в какой руке старик с седой бородой и с часами,левая рука
2099,f--wWfsr0zA,что делает человек в красном платье,танец
17046,xcrGhwE7R5E,"что произошло после того, как человек, одетый в черное, сварил лапшу",добавить соль
2880,ZVKUKjVYwF8,какого цвета волосы у человека в белой одежде,черный
6122,WVxP7f_OyEs,какая прическа у человека в красной одежде,кудрявый
18568,6iA4RXGAR_k,какого цвета волосы у танцовщицы,черный
15190,vBCnsp-NEAg,какого цвета нож у человека на видео,красный
11987,TdZOfBHjU5g,"почему человек, который носит перчатки, носит перчатки",чисто и гигиенично
9789,5mxY_p7N_Yw,какого пола участник интервью,мужской
5860,o6lTgyb_AkM,что перед человеком в зеленой одежде,стол
584,SQs7o8LeU6A,что делает человек на видео,играть на музыкальном инструменте
4136,Mm6iYEyY9dI,что перед человеком в белой одежде,микрофон
16625,Zso0ZBs2y6E,"Что случилось с человеком в белом после того, как он поклеил обои",резка
16650,aEWVDbV76_Q,"что случилось с человеком в желтой шляпе до того, как он запустил яхту",аккуратная веревка
7530,Kb8SPjD121k,какого пола человек в желтой одежде,мужской
10788,w--HmpjK-s8,"где находится место, где находятся барабаны",машина
17545,7pcnWE7jpQY,"что случилось с человеком в белой одежде перед тем, как высоко подпрыгнуть",подбежать
7531,ma0HmFqdFqg,какого пола человек в желтой одежде,женский
6454,wOZdXVdiB04,как называется игра,вышибалы
14406,h-A3CAx_eyU,какая связь между человеком в шляпе и человеком в зеленом полосатом платье,друг
15808,DqHWMWY-r1o,что происходит после броска молота,измерение расстояния
12851,ufK2mbJI0to,что находится на правой стороне суда,аудитория
16191,aEopPs2eY-Q,"что случилось с женщиной в сером до того, как она толкнула мотоцикл",носить шлем
10801,gY-8BUnSgf4,где сцена в видео,в помещении
472,2syOa4jpZDU,что делает человек на видео,обрезать гвоздь
11036,NW42KGlKi_c,почему в видео так много кораблей,соответствовать
5573,xmGucghu2FI,что перед зрителями,детская площадка
10262,dD3eR9Sb1x0,какие шляпы носят люди в красной юбке,рождественская шапка
10998,uu4_cV49pMI,кто этот человек в желтом рукаве,персонал
2288,mgEX5A1o2jg,что делает человек в тапочках,собрать велосипед
2692,Vq2mQvMp_c4,какого цвета волосы у человека в джинсах,коричневый
4327,KqOLTkf5ujs,что у человека в шляпе на лице,очки
9402,9lX18LyTuAQ,где снято видео,в помещении
3434,MFlYmFZ7xlo,что носит на голове человек в полосатой одежде,шапка
9476,llcbN-s26vs,на какой руке у человека в красной одежде часы,левая рука
4745,Az7bzVcLMSM,что стоит за человеком на видео,занавес
15833,5Vd6PEUWo64,что происходит после волн на море,начать серфинг
4658,dAa10hlgxCY,что стоит за человеком с косой,занавес
6728,s_gb6Xi_J5g,какие отношения между двумя людьми на видео,друг
1294,2SBTnunPQrQ,что делает человек в зеленой одежде,кожаные ботинки
6228,W0RYvQUUNe0,какая прическа у человека в белой одежде,короткий
16149,9SEc3QVBCo4,"что происходит с человеком на видео до того, как он вынул доску",зажим плоскогубцами
1070,M4db4WfqDoE,что делает человек в зеленой одежде,горнолыжный спорт
988,wC-k0Zfx-cM,что делает человек в черных штанах,сумо
18348,Cz2ut3p7nw0,какого цвета волосы у ребенка,золотой
6761,VqeeqABnpQk,каковы отношения двух людей,партнер по танцам
11729,xJNqBSJ7rqU,почему игроки бегут,поймать мяч
7043,kv8lsSjfguI,"какого пола человек, бросающий фрисби",женский
16845,mHbsKzezfFQ,"что случилось с человеком, чьи волосы были пострижены до того, как они были пострижены",расчесывать волосы
5534,3gQsAKZ71tU,что впереди у спортсменов,стена
11227,zGT6EplIOHY,почему человек в синих щитках пинает мяч туда-сюда,обучение
10361,9LraB2HBC0g,что за женщина женщина с каштановыми волосами,черный
12747,AUwam1VhQm0,что такое левая сторона красного слайда,грузовик
8764,VSdjLyGA8Oc,какие штаны носит человек в красной одежде,короткий
3118,wJV-kQRmaGc,какого цвета волосы у человека в черных штанах,черный
9392,DFOoFr2H-24,где снято видео,пещера
16405,cvEOK7xAPSs,"что случилось с человеком в синем, прежде чем он вышел из пояса",оборудование для подготовки
7535,gY-8BUnSgf4,какого пола человек в желтой одежде,мужской
16514,JgHubY5Vw3Y,"что случилось с человеком в пледе, прежде чем он снял колесо",вращающаяся ось
14299,cTbkhIaj_Xc,каким мячом играет человек на видео,футбол
6484,p377oL-EM_E,как называется действие в видео,толкание ядра
3763,nlkmPF8TBdQ,что стоит за человеком в белом,кухонная скамейка
16967,Ip1EWQCXvRM,"что произошло после того, как человек в синем шлеме греб",каноэ вперед
11453,0S0fNrI4oVs,почему мужчина на видео в защитном снаряжении,Защити себя
13820,F_DHgp5hERs,какова роль этого спортивного устройства,Пресс
13370,_Boy9qJLibI,какого цвета защитная сетка в начале видео,зеленый
8237,mBHsAuDJmj4,какого пола человек на видео,мужской
9286,ypf6WHYpeRU,где человек в черной одежде,лужайка
12474,ohNtDBYmhX0,что находится перед человеком в каске,препятствие
16223,DEEgoxzTvdk,"что случилось с человеком в черном до того, как он занялся серфингом",быть запущенным
4104,Z7BPvGPizYE,что перед человеком в белой одежде,лыжи
5211,7YOV0kZQIAo,как сложно играть на саксофоне,середина
799,CsCbJSnAhRs,что делает человек на видео,изготовление печенья
10270,q2-2jIQGfvg,что за волшебный куб волшебный куб в видео,магический куб трех порядков
11449,2OEa00knM9E,почему мужчина на видео в шапке,красота
8924,aXCAudMzN2o,в какое время суток снимается видео,день
13280,_3hVtPVXTmg,какого цвета коврик,синий
12573,D7aa0iuPlKc,что взял человек в медвежьей шапке,командный состав
2938,5eM2Hcvj6R8,какого цвета хулахуп,белый
15317,SthTqCtPg7s,что надето на лицо персонала,Солнцезащитные Очки
11525,0-kEI13BtcY,почему человек с черными повязками на волосах собирает мусор,защитить окружающую среду
4545,66BGqvwHbUw,что на стене,гитара
12597,iL__89eDRzg,какая спина у человека в черной одежде,ребенок
1749,r4bI22hGTg4,что делает человек в серой одежде,играть в игру
14415,VcbMGRcN9Cc,какая связь между людьми в серой одежде и другими,противник
8426,nxNJNn8blDw,какую обувь носит человек в черном,фуражка
15673,jLwUrFMRGzY,"что происходит после того, как ведущий закончил говорить",делать упражнения
5283,JNvwkiz8Bzw,насколько сложный вид спорта в видео,вторичный
437,DPsa28MmdoI,что делает человек на видео,дрейф
3334,ZSoPIyVJWWk,какого цвета стол,черный
18879,Ai6RYjJ97Zg,как сложно жарить хлеб на видео,простой
511,M6i-5nzy5Bk,что делает человек на видео,прыжок с шестом
7308,QU5R75IyQow,какого пола человек в зеленом платье,женский
12318,BJM1rUjXvkQ,что добавляется после добавления яиц,молоко
13664,3aQnQEL3USQ,что перед человеком в красном платье в начале видео,дорога
15652,w8PqH7bltJQ,что происходит после оборачивания ручки,отрезать полосу
5826,6rMF2jWbeUQ,что перед человеком в черной одежде,ботаника
7702,MERZe5qdfWc,какого пола человек со светлыми волосами,женский пол
4582,GdrutQ4RrDs,что стоит за человеком в синем пальто,телевидение
11689,jqW7r60gOzE,почему куклы вращаются,быть пораженным
17032,rBsE1WGXbz0,"что случилось с человеком в фиолетовом до того, как он толкнул ядро",круг
3772,h-_dzZ3cCfc,что стоит за человеком в оранжевом,суд
6396,WsHzMciP5X8,что за активность в видео,крикетное движение
58,nLddpveoSHE,насколько сложно заниматься татуировкой,трудный
15471,8eMjzrhxv2U,что еще может быть подо льдом,креветка
15219,9yktj7NCdFI,какого цвета туфли у мальчика в сером,черное и белое
15646,Zgiq5MK8fQ8,"что происходит с зеленым комодом, толкающим лопату вперед",сбор пыли
3132,YnvefOl6a7k,какого цвета волосы у человека на видео,черный
7889,lnx8WSmcLF8,какого пола человек в белой одежде,мужской
1174,xgIxKDm9M38,что делает человек в белом,убирать снег
10140,5iQsKA84vWo,что под ногами у игрока в черном,подушечки
12058,8kNk_fzmTyI,почему мужчина на видео снимает пальто,плавание
18392,DEEgoxzTvdk,какой цвет фона доски для серфинга,желтый
14874,FmRLElPPWV8,какого цвета спасательный жилет на видео,синий и зеленый
7375,M6i-5nzy5Bk,какого пола человек в фиолетовой одежде,женский пол
15768,RcDEaYPwI6I,"что происходит после того, как люди в красном собрались",танец
3080,4S09Z8HRtdo,какого цвета одежда человека в шляпе,белый
18103,uu4_cV49pMI,что делает человек в желтых рукавах,поддержание порядка
1234,ThRbaI4pGIs,что делает человек в черных штанах,серфинг
13153,a2vaM_aRHv4,какого цвета кубовидный контейнер,серебро
18569,485Wn1DXt5U,какого цвета волосы у девушки в жилете,золотой
10920,uMw7YplUbAM,на какой руке у старика часы,левый
5397,J7GJKAoU0rE,что под ногами у человека в черном,пастбище
16485,h7cetqsBVn0,"Что случилось с человеком в зеленом до того, как он поехал на верблюде",восхождение на верблюда
16811,ReOsTqcQBmY,"что случилось с первым человеком, который прыгнул через скакалку на видео после прыжка","изменить человека, чтобы прыгать"
11795,Imui46JTe7s,почему они используют мяч для фитнеса,вспомогательный фитнес
10708,VE-zu8cdL44,где собака-инвалид,лужайка
8200,tVIY6uyH3aA,какого пола человек на видео,мужской
18659,SQncxXAlBFE,какого цвета обруч на голове,розовый
12943,aEopPs2eY-Q,какая спина у женщины в сером,мотоцикл
18071,IJV7CwRhFvw,что делает человек в повязке на голову,играть в мяч
11188,hRIXXCe0Hi0,почему человек в черном стоит посередине,рефери
16220,g9bIJ1MIvPk,"что произошло до того, как человек в джинсах починил крышу",подготовка
17732,19fGZFUE7yE,человек в очках мальчик или девочка,мужской
5384,feYYvRmqCgI,из чего сделан забор на видео,трубка
9817,6rMF2jWbeUQ,какой формы очки у человека в черной ткани,эллипс
7653,6ciZ58xAV9I,какого пола человек в красной одежде,мужской
9026,QjaqFPDoImc,когда было снято видео,день
5597,Yr2unlRQZa0,что перед человеком с косой,спортивные тренажеры
15528,BJuL-yK-I8g,что происходит после бега по берегу,кормить свиней
5999,cTbkhIaj_Xc,что перед человеком на видео,противник
10577,Kwhp0DNop9I,куда нырнул человек в желтых туфлях,морское дно
7461,G6W6wen6n7w,какого пола человек в белом халате,мужской
1594,BshSmo_rRII,какого цвета штаны у человека в синей одежде,белый
5862,TvlCdfubl9Y,что перед человеком в зеленой одежде,велосипед
5395,ZIFxB0gZ5tY,что под ногами у человека в черном,земля
6886,DqHWMWY-r1o,насколько безопасно это занятие по метанию молота,середина
4806,dcARAWmvWSo,что под человеком на видео,крыша
12916,ResZdSbk9kE,что стоит за человеком в синей шляпе,камень
1218,Sn8IRyUFNac,что делает человек в черной одежде на видео,курение
7003,9uitA8tmSfE,какой пол китайского игрока,женский
12308,esZMkzlZiuY,какой ряд рядом с бассейном,трамплин
2204,QBlveXzAZsY,что делает человек в белом,автомобиль престарелых
17718,wAt_OsQe-qM,застежка-молния носит короткие рукава или длинные рукава,короткий
2656,0PnAEoMx-v0,какого цвета поверхность гитары,желтый
6507,4_MR2Tpc7SM,что делает старик,деревянный шар
13030,8LI3rnG6kMA,что под тыквой,стол
14499,dI6TWaB6tls,какие отношения между ними на сцене,партнер
15632,F2Igw6lvqwk,"что происходит, когда он впервые надевает туфли",и снова выйти
9257,71vVRQ4l8OI,где снято видео,в помещении
4310,JNBWPj42n-g,что находится перед стоящим человеком,стол
11171,a42c_maArv4,почему человек в черном должен подпрыгнуть,мяч слишком высок
18336,c05oRliUOxk,какого цвета волосы у женщины в желтом жилете,белый
6585,gDexNGeZln0,что делает человек в белой шляпе,запись
16014,exhsUZg_xQA,"что произошло до того, как мужчина в синей спортивной форме перевернулся",бегать
7705,l_cjSGt5j40,какого пола человек с белыми волосами,мужской
17860,MTC0fs4QyEY,что делает мужчина в синих штанах на видео,играть в тай-чи
2264,__c8enCfzqw,"что делает человек, сидящий на видео",сделать прическу
4100,hKE7vI--XGU,что перед человеком в белой одежде,микрофон
7397,k3yRK68SEDE,какого пола человек в красном плаще,мужской
3627,YL3MvJVk6u0,что случилось с человеком в шапке перед обрезкой ветки,открытые плоскогубцы
1329,r4iurK3kOe8,что делает человек в розовой одежде,дрессировка собак
6129,QBy64z68s0w,какая прическа у человека в красной одежде,длинный
1202,G0g7vEwI0z8,что делает человек в белом,готовить
14803,ptukoEe5jvI,какого пола человек в розовом бикини,женский
16666,5FM_xJGb-Tk,"что случилось с человеком в белой шляпе до того, как он пошел на быструю греблю",вялая вода
12712,2DCeEAz8iO8,что такое левая сторона поля для поло,машина
7031,W0EN9JeU66A,какого пола человек в полосатой одежде,женский
7525,s_gb6Xi_J5g,какого пола человек в желтом пальто,женский
8844,d83YCo6xLkk,в каком сезоне происходит видео,лето
8311,beejEQ04nkY,какого пола человек в начале видео,женский
5218,Mk9n7isIyBs,насколько сложно действие в видео,труднее
17084,ehO168THGqU,"Что случилось с человеком в сером до того, как он начал кататься на скейтборде",Прыгать
12763,bxxSc2m08Sk,что находится слева от мужчины в красных штанах,сумка
2949,OhPSVjVQZ8o,какого цвета пальто у человека в белых шортах,белый
17419,c-3fceLb7n4,что стало с женщиной в сером после операции,идти в сторону
1126,h_Kt_rqmODs,что делает человек в красной одежде,играть в игру
7783,FjY3eKNvzug,какого пола человек в черной одежде,мужской
10830,rq-Xyoo5Rs0,флаг какой страны на стене в видео,США
7563,ORI5ZNZARw8,какого пола человек в черных штанах,женский
14959,YED3l3gkrk4,какого цвета бумага в видео,белый
11510,OrVgspx6Axs,почему человек на велосипедах ездит на велосипедах в своих видео,чтобы выиграть
5550,qRuPuzY6yiE,что перед зрителями,перетягивание каната
2465,xLRUuV1z3QA,какого цвета штаны у человека в белом халате,фиолетовый
253,jXARa4T2G8o,какая погода на видео,Солнечный день
15044,KQvqRh1mY8c,какого цвета столб,зеленый
13111,ggNmtMAdqe0,какого цвета перчатки у человека в джинсах,синий
12967,wBij_rEXdCk,какая спина у человека в клетчатой ​​одежде,стена
11662,JksdZ0YMkoQ,почему мужчина с белыми волосами крутит металлические прутья,фиксированная шина
4237,oLEagb_RGq8,что перед человеком в желтом пальто,пастбище
5556,qZIJRg7hJ0o,что перед зрителями,бампер автомобиль сайт
6582,G6W6wen6n7w,что делает человек в белой рубашке,высокий прыжок
9010,Xf8y5_b2dq4,когда было снято видео,день
1920,Z4biLo6k5fI,что делает человек в черной одежде,купание животных
11836,JXL7LxJSjzw,почему они хотят правильно поставить дрова,легко разделить
15436,JNr0oI927ng,во что одет спортсмен,купальник
8144,DfpUMDpSbS4,какого пола человек на видео,мужской
2101,wdsZn1Yu_5M,что делает человек в красном платье,транслировать новости
16319,YWsqpINl8Ic,"что случилось с человеком в клетчатой ​​рубашке до того, как он вытер стекло",вытащить инструмент
6509,3ZJQHfrfR2M,что делает старик,уборка листьев
14626,T8wY9ZQv8vQ,насколько опасна эта игра,опасный
11997,KlmlCbJup5A,почему мужчина в синих рубашках трется о стену,сделать стену гладкой
10747,IucYlH_gAic,где человек в синей шляпе,плавательный бассейн
11483,h5fX5z-unJc,почему мужчина в белой одежде бьет кием по мячу,отбить мяч
6510,Cu8kOOnAjaw,что делает старик,играть с собакой
2842,RcDEaYPwI6I,какого цвета волосы у человека в зеленой одежде,золотой
8819,Ocvdvqvu7I8,какие штаны носит человек в красной одежде,брюки
1133,D707ZMWH7jQ,что делает человек в красной одежде,изменить цепочку
4168,a42c_maArv4,что перед человеком в черной одежде,сеть
3656,n_hNYA5kWME,что случилось с человеком в красной одежде перед игрой,наблюдать магический куб
6650,huFuRGoZt9I,какая работа у человека в черной одежде,дилер
7061,vDaDT1vUOfI,какого пола человек в красной шапке,женский
16757,tN8mcdcwCwc,"что случилось с котом на видео, когда он посмотрел вверх",лечь
11965,-y8LMGQt8uI,почему человек в красном платье скользит,нисходящий импульс
15193,nM_6V_Z6IwI,какого цвета ожерелье у человека на видео,серебро
8702,ZIFxB0gZ5tY,какие штаны носит человек в черной одежде,короткий
12614,_4CLYKFzmoY,что на ухе у человека в гарнитуре,гарнитура
14032,Hujj6Q1Et3k,где находится барабан на видео,музыкальный класс
13818,a50gTER-FsQ,какова роль щипцов для завивки,уменьшить трение
16851,0z7qHOca3D4,"что случилось с лошадью на видео, когда она проходила по пляжу",оставлять следы
604,HI_lWd3JhII,что делает человек на видео,ухаживать за лыжами
10771,YOLDcsX7EiA,где человек в красных штанах,лыжное поле
13378,jnnHUCs-t3o,какого цвета водный волейбол,желтый
1395,IqRwR1a9ia0,что делает человек в футболке,побелить стену
9109,sO7ZGxFwbm8,куда спортсмены метают копья,суд
12859,cXw6os9Xk5c,что за человек сидит на правом запястье,смотреть
17091,WTOTYZOu3MQ,"что случилось с человеком в зеленом до того, как он ударил по мячу",подобрать мяч
15569,eDMv3IHGpnA,"Что происходит с человеком в очках после того, как он сказал это",протянуть руку
10942,Lou-YFz3kb0,на какой руке человека в синем что-то одето,правая рука
13160,vJkL_4niC4w,какого цвета костюм человека в костюме,черный
8524,ntJk6Rj-lRA,что под человеком в серой одежде,лестница
8670,flfLCoLHm2k,какая прическа у человека на видео,прямой
15600,4ZyPBOe4P0U,"что происходит после того, как тренер объяснил это",студенческая демонстрация
10482,SzCK4QuEG3c,какими инструментами мужчина точит нож на видео,нож камень
14783,sxf0x55Cvb4,какого пола человек в синем шлеме,мужской
6952,v13d7g_uUXM,насколько безопасно это занятие тяжелой атлетикой,низкий
3094,VLg5XqBRorY,какого цвета перчатки у человека в белой одежде,белый
9715,rBgMeunuviE,какого пола человек в середине видео,мужской
12291,aWKZSqbOi2Q,"что произошло после того, как вы подняли человека",кто-то упал
